game name,game description,genre,link,price,developer,type,platform,stock status
Virtual Pool 3,"Features the ""Black Widow"" Jeanette Lee and an improved single-player mode.",Sports Miscellaneous Parlor Individual Billiards,https://sandbox.oxylabs.io/products/762,"71,99",Celeris,multiplayer,pc,Out of Stock
The Sims: Livin' Large,"The official expansion pack for The Sims lets you take your Sims to new extremes. Help your Sims deal with everything from roach infestations to alien abductions. Give them the opportunity to become rock stars, talk show hosts, even UFO investigators, with five new career options.  [Electronic Arts]",Simulation Miscellaneous Virtual Life Virtual,https://sandbox.oxylabs.io/products/763,"73,99",Maxis,singleplayer,pc,In Stock
Sonic the Hedgehog 2,"[Xbox Live Arcade]  With his new Super Spin Dash and ""Tails"" the Fox, Sonic is back and better than ever in Sonic The Hedgehog 2. Defy gravity in hair-raising loop-de-loops, bounce like a pinball and race like lightning. Play against friends at home or against others over Xbox Live in this classic game. Enhanced graphics and sound: The game stays true to the original, but takes full advantage of high-definition graphics, with enhanced sound effects. Achievements and leaderboards: Take on the challenge of new achievements to conquer, and use the leaderboards to compare scores among friends and the rest of the Xbox LIVE world. Play with a friend at home, or go online and play Sonic and Tails with the world at large. [Sega]",Action Platformer 2D,https://sandbox.oxylabs.io/products/764,"78,99",Sega,multiplayer,xbox-360,Out of Stock
MLB The Show 18,"Your team. Your rivals. Your buddies. Your hometown. No matter why you play or why you love baseball, MLB The Show 18 is for a fan like you. The Show 18 delivers baseball just the way you want it, from fielding a roster of past Legends and current Superstars in Diamond Dynasty1,2, to crushing homers with friends in Retro Mode games to meaningful RPG progression in Road to The Show®. Experience quicker, more satisfying games of baseball to dominate the competition on the couch, on the headset2 and on the diamond. More home runs, more epic plays, more classic legends, all in less time. For those who crave the best of baseball - Welcome to The Show.",Sports Team Baseball Sim,https://sandbox.oxylabs.io/products/765,"62,99",Sony Interactive Entertainment,multiplayer,playstation-4,In Stock
DCS: Black Shark,"DCS: Black Shark is a PC game of the Russian Ka-50 attack helicopter and is the first title in a new Eagle Dynamics and The Fighter Collection simulation series: Digital Combat Simulator (DCS). Following Eagle Dynamics' tradition of excellence, ""DCS: Black Shark"" will bring an even more realistic simulation experience than its predecessor ""Flaming Cliffs"". DCS: Black Shark will offer an unprecedented level of realism in regards to flight dynamics, instruments modeling, avionics systems, and weapon systems. The artificial Intelligence of ground vehicles and helicopters has been improved dramatically as well as weapon modeling. A new Mission Editor includes a powerful electronic mapping system that allows user to easily create missions and campaigns. A new campaign system allows the front line of the battlefield to move back and fourth according to your mission success or failure. [Eagle Dynamics]",Simulation Flight Helicopter Civilian,https://sandbox.oxylabs.io/products/766,"86,99",Eagle Dynamics,,pc,Out of Stock
ModNation Racers,"Exclusive to the PlayStation 3 and PSP systems, ModNation Racers empowers the player to customize their entire kart racing experience. Enjoy karting fun, where you can shoot, boost & drift your way to the finish line. Create your unique racing experience with the same tools used by the development team. Express yourself by creating your own Mod character, quirky kart and imaginative track, and share your unique racing experience with the rest of the world. [SCEA]",Driving Racing Arcade Kart Other,https://sandbox.oxylabs.io/products/767,"84,99",United Front Games,multiplayer,playstation-3,In Stock
Soul Sacrifice Delta,"The first obvious addition to Librom’s pages is the Bazaar Ledger; Carnatux’s bazaar, to be more precise.",Role-Playing Action RPG,https://sandbox.oxylabs.io/products/768,"85,99",SCE Japan Studio,multiplayer,playstation-vita,Out of Stock
King's Bounty: Armored Princess,"King's Bounty: Armored Princess is a sequel to the critically acclaimed King's Bounty: The Legend. Players take on the role of Princess Amelie who travels around the world of Teana and searches for the renowned knight, and her mentor, Bill Gilbert. This new world of King's Bounty: Armored Princess is full of mysteries and dangers. The new character, the Princess, will encounter horrible creatures, huge monstrous bosses and a new race, the bloodthirsty Lizards. As in the multi-award winning game on which this sequel is based, the player has many options to resist these new enemies. Various new skills and characteristics of Amelie as well as her chance to fly will help her overcome the hordes attacking the kingdom. The Princess is also accompanied by a Domestic Dragon, at the very beginning small and amusing, but its abilities develop steadily until it becomes an incredible ally. He will do his best to protect the Princess during the battles, starting with easy blows and treasure hunting and finishing with battle rage and volcano summoning. [1C Company]",Role-Playing Strategy Turn-Based General,https://sandbox.oxylabs.io/products/769,"85,99",Katauri Interactive,,pc,In Stock
Monster Hunter Stories 2: Wings of Ruin,"Monster Hunter Stories 2: Wings of Ruin offers both RPG and Monster Hunter fans a unique new experience with a rich storyline featuring charming characters, challenging quests and friendly encounters with familiar monsters from the Monster Hunter series. Assuming the role of a young Monster Rider who can use a Kinship Stone to form strong bonds with monsters, players can gain experience and improve their skills to form deeper connections with these wonderful creatures. When ready, players can embark on memorable adventures filled with dramatic events and heartwarming friendships as the epic tale unfolds.",Role-Playing Japanese-Style,https://sandbox.oxylabs.io/products/770,"77,99",Capcom,multiplayer,pc,Out of Stock
Rock Band Rivals,"The Rock Band Rivals expansion brings new features to Rock Band 4. Perform your way through an epic rock documentary about your band in a new campaign mode, join Crews to prove your skill and crush your opponents through weekly online challenges, and get a free backstage pass to months of additional game updates, including Synchronous Online Multiplayer with your friends this holiday. [Harmonix]",Action Rhythm Music,https://sandbox.oxylabs.io/products/771,"66,99",Harmonix Music Systems,,xbox-one,In Stock
Age of Wonders III - Golden Realms,"Golden Realms greatly expands Age of Wonders III’s empire building mechanics and introduces new content. These new features are used in random maps, new scenarios and a new story campaign, where Halfling survivors settle in a distant land filled with danger and treasures never seen before.",Fantasy Strategy Turn-Based General,https://sandbox.oxylabs.io/products/772,"85,99",Triumph Studios,,pc,Out of Stock
Clubhouse Games: 51 Worldwide Classics,"Play and discover 51 board games, tabletop games, and more all in one package -- Clubhouse Games: 51 Worldwide Classics. This diverse collection includes games from all over the world across multiple genres, from familiar favorites like Chess to international hits like Mancala that have been around for 100s of years!

Enjoy familiar favorites and learn hidden gems from around the world in this collection of 51 board games, tabletop games and more! Whether you like to sit and strategize or rely on reflexes, Clubhouse Games: 51 Worldwide Classics contains games from across an array of genres for you to play and discover. Each game is presented with stunning detail as dice clack and marbles glimmer.

Strategic players will feel right at home with games like Four-in-a-row and Renegade, while those who prefer to use their reflexes can enjoy games like Slot Cars and Toy Boxing!

With board games, card games, sports, solitaires and more, Clubhouse Games: 51 Worldwide Classics is an eclectic collection of games to play and discover on your Nintendo Switch.",Miscellaneous Party / Minigame,https://sandbox.oxylabs.io/products/773,"76,99",Nintendo,multiplayer,switch,In Stock
Halo Wars,"Halo Wars is the next big real-time strategy game from Ensemble Studios, creators of ""Age of Empires."" Designed exclusively for the Xbox 360, Halo Wars allows you to take charge of the human UNSC armies and see the Halo universe from a totally new perspective. Halo Wars takes place before Halo 1 during the UNSC’s first deadly encounters with the Covenant. Players lead the crew of the UNSC's ""Spirit of Fire"" from initial skirmishes to an all out war against the evil Covenant. [Ensemble Studios]",Strategy Real-Time Sci-Fi General Command,https://sandbox.oxylabs.io/products/774,"75,99",Ensemble Studios,multiplayer,xbox-360,Out of Stock
PixelJunk Monsters Encore,"[Dowloadable Game]  PixelJunk Monsters Encore is an expansion pack to the tower defense game, PixelJunk Monsters. Encore includes 15 levels on a new map, ""Toki Island"", as well as the ability for players to track their score across both maps. Just as in the original game, Encore continues the simple real-time strategy concept of building, researching and base defending. [Sony]",Strategy Real-Time Fantasy Defense,https://sandbox.oxylabs.io/products/775,"83,99",Q-Games,multiplayer,playstation-3,In Stock
Joint Operations: Typhoon Rising,"Set in Indonesia in the near future, Joint Operations takes the player to a country on the verge of disintegration. Regional independence movements have acquired advanced weaponry as the nation's military splits into competing factions. Escalating violence threatens innocent civilians and Western economic interests. [NovaLogic]",Action Shooter First-Person Tactical Modern,https://sandbox.oxylabs.io/products/776,"85,99",NovaLogic,multiplayer,pc,Out of Stock
Astalon: Tears of the Earth,"Uphold your pact with the Titan of Death, Epimetheus! Fight, climb and solve your way through a twisted tower as three unique adventurers, on a mission to save their village from impending doom!

Three heroic explorers wander the post-apocalyptic desert on a mission to save their village from despair. They soon find a dark, twisted tower that has risen from the depths of the planet and seemingly holds the key to their survival. In order to ensure their victory, one of them has made a secret pact with the Titan of Death, Epimetheus, allowing them to reincarnate until they have accomplished their mission. But what fate lies in store for the heroes and their village?

Astalon: Tears Of The Earth is an action-platformer set in a dying world where life is cruel, but death can be a stepping stone to victory! Use the unique skills and weapons of Arias the fighter, Kyuli the rogue, and Algus the wizard, to surmount the mysterious tower and find the answers to their survival. Slay terrible monsters, discover powerful artifacts, and solve fiendish puzzles, reaching new heights in the tower with the aid of a Titan. Follow a story about friendship and sacrifice, building up the courage to take down giants to protect the weak and powerless. Strengthen your party and change their fate by embracing death. Discover the countless secrets of the Tower of Serpents!",Action Adventure Open-World,https://sandbox.oxylabs.io/products/777,"49,99",LABS Works,singleplayer,switch,In Stock
MotorStorm: Pacific Rift,"The brutal offroad racing festival is back, with players this time attempting to tackle the diversity and unpredictability of a remote Pacific island environment. MotorStorm: Pacific Rift revisits the intense racing action introduced in last year's MotorStorm, this time allowing players to navigate a radically different tropical environment chock full of lush jungle, towering peaks, and crystal-clear water.  Players experience a greater selection of tracks and vehicles to choose, as well as extensive multiplayer options including four player split screen and races with up to 20 players online. Additionally players can utilize a new photo mode to save images within the game and for the first time be able to take music from their PS3's HDD to create a customized soundtrack. [Sony]",Driving Racing Simulation Rally / Offroad Automobile,https://sandbox.oxylabs.io/products/778,"81,99",Evolution Studios,multiplayer,playstation-3,Out of Stock
Xpand Rally,"Xpand Rally is a breathtaking game that gives you the true to life experience of driving powerful rally cars amidst photorealistic sceneries. Realistic weather effects, rolling hills, and animated scenery all add to game's visual perfection. Xpand Rally also features highly detailed models of modern rally cars and handling physics developed with the help of rally sport professionals which further enhance the realism of driving experience. Xpand Rally combines the best elements of Rally and Rally Cross racing in one unique gaming experience. The game offers a career mode based on time trials during both: individual races and World Championship Series which will satisfy traditional Rally fans. The Rally Cross fans won't be disappointed either - they can challenge several opponents in head to head racing during competitions based on real and fictitious race events. Xpand Rally, as the only title on the market, brings the economy factor into a rally game. The player starts with a junk car and competes in races to earn money and acquire upgrades, repair damage, tweak performance and pay the race entry fees. [Techland]",Driving Racing Simulation Rally / Offroad Automobile,https://sandbox.oxylabs.io/products/779,"73,99",Techland,multiplayer,pc,In Stock
Disgaea 4: A Promise Revisited,"Disgaea 4 is a sequel to Disgaea, a hardcore, turn-based, strategy RPG. In Disgaea, character units have a limit to their movement and attack ranges, based on level and weapons equipped. There are other special game factors that let you take advantage of the 3D battle map, many of which are unique to Disgaea. As the 4th installment in the series Disgaea 4 adopts an all new graphic engine with a much more emphasis on a anime style graphics and also adopts many new game system for an exciting battle adventure.",Fantasy Strategy Turn-Based Tactics,https://sandbox.oxylabs.io/products/780,"82,99",Nippon Ichi Software,singleplayer,playstation-vita,Out of Stock
Year Walk,In the old days man tried to catch a glimpse of the future in the strangest of ways. Experience the ancient Swedish phenomena of year walking through a different kind of first person adventure that blurs the line between two and three dimensions as well as reality and the supernatural.,Adventure 3D First-Person,https://sandbox.oxylabs.io/products/781,"76,99",Simogo,,wii-u,In Stock
You Don't Know Jack,The classic smart-aleck quiz show game is making its debut on current-generation consoles.,Miscellaneous Trivia / Game Show,https://sandbox.oxylabs.io/products/782,"82,99",Jellyvision,multiplayer,playstation-3,Out of Stock
Celtic Kings: Rage of War,"Both RTS and Role-Playing gamers will enjoy the experience of becoming the young Warrior Larax, who after losing his beloved one, has given himself to the goddess of war, Kathubodua. In strategic mode, you play against computer opponents or other players on the Internet exercising your strategic and tactical skills to achieve objective victory. You train and command many units, hire and develop heroes, acquire powerful artefacts and conquer strongholds and villages. Launch large-scale military campaigns against your foes to bring them to their knees. The game-play in this mode is similar to the traditional RTS gameplay. In adventure mode, you control a party of heroes and explore the world as the struggle between Caesar and the Gaul chieftain evolves. Which side you will support? Will you betray your allies of yesterday? Will you follow the mysterious druids as they request your assistance? Command strongholds and large armies; take risky missions behind the enemy lines. Find powerful artefacts to support you. [Strategy First]",Strategy Real-Time Historic General,https://sandbox.oxylabs.io/products/783,"77,99",Haemimont,multiplayer,pc,In Stock
ATV Offroad Fury,"Conquer the terrain with 12 rugged ATVs and large offroad environments. ATV Offroad Fury delivers the excitement of ATV racing with high-performance two-stroke and four-stroke ATVs, 20 free-roaming race environments, and six unique events. Race authentic ATVs through six challenging events, including Cross Country Enduro, Stadium Supercross, and Freestyle Stunt. You'll speed through whole deserts, forested landscapes, and old train yards. With realistic crashes, authentic stunts, and intense competition, ATV Offroad Fury immerses players in the action-packed world of offroad racing.",Driving Racing Rally / Offroad,https://sandbox.oxylabs.io/products/784,"84,99",Rainbow Studios,multiplayer,playstation-2,Out of Stock
B-17 Flying Fortress: The Mighty 8th,"Feel the power of really flying a B-17! See what it was like to be part of the 10-man crew on dangerous bombing missions over occupied Europe. Outstanding graphics, animations, and sounds realistically recreate every aspect of the strategic air war in WWII.  [Hasbro Interactive]",Simulation Flight WWII Combat,https://sandbox.oxylabs.io/products/785,"73,99",Wayward Simulations,singleplayer,pc,In Stock
EverQuest: The Scars of Velious,Do you dare explore the lost continent of Velious? Here you will find some of the most dangerous and elusive creatures to ever roam the lands of Norrath. Challenge your resolve and adventuring skills as you set foot on the icy wastes and explore a land locked in turmoil and conflict.  [Sony],Role-Playing Massively Multiplayer Online Massively Multiplayer Fantasy,https://sandbox.oxylabs.io/products/786,"73,99",Sony Online Entertainment,multiplayer,pc,Out of Stock
Suikoden II,"Sequel to the early PlayStation RPG. As a member of the Alliance, a military force only really hinted at in the original, you play the unwitting hero of the game: an orphan who has been raised by a quiet, unassuming battle hero in a seemingly ancient war. Alongside you in the ranks is your best friend Jowy, a boy born of nobility but who has never been able to receive approval in his stubborn father's eyes. As the game begins, you are immediately tossed into a tale of political strife, betrayal and war on a grand scale beyond your scope in the early stages. As the game wears on, the plot will twist, turn and develop in numerous ways that expose the personalities of each of the characters involved. The battle system is turn-based, with the option to equip Runes for special abilities, combine party member attacks to create chain combos or devastating spells, and the option to run the battle in Auto mode.",Role-Playing Console-style RPG,https://sandbox.oxylabs.io/products/787,"92,99",Konami,singleplayer,playstation,In Stock
Final Fight One,"Classic arcade action is unleased on the Game Boy® Advance system in Final Fight One. There's trouble in Metro City. The members of the Mad Gear Gang have kidnapped the mayor's daughter Jessica and the clock is ticking. The mayor, an ex-street fighter himself, calls in the big guns to help, enlisting the iron fist team of Cody and Guy. Now, it's a race against time to scour the city, defeat an army of the Mad Gear Gang's minions, and rescue Jessica before it's too late!","Action ""Beat-Em-Up""",https://sandbox.oxylabs.io/products/788,"80,99",Sun-Tec,multiplayer,game-boy-advance,Out of Stock
Rising Storm,"Rising Storm is the next game in the Red Orchestra franchise. You know the gameplay, features and realistic audio and graphics of RO2 - Rising Storm will take this to the Pacific Theater, adding even more features, new levels, new weapons and new factions. The game allows the player to fight across iconic locations from the famous island-hopping campaigns in the Pacific from 1942 to 1945, as the US Army and Marine Corps fight it out with the Imperial Japanese army and Special Naval Landing Forces. Players experience beach assaults, jungle fighting, close quarters night fighting and more across Guadalcanal, Iwo Jima and Saipan, among other iconic battles. The player is able to take the part of either side – American or Japanese – battling it out online in multiplayer on up to 64-player servers. Rising Storm also introduces an entirely new type of gameplay to the franchise - asymmetrical warfare. The American’s have the apparent advantage in firepower with their fast firing semi-automatic rifles, fully automatic weapons, and devastating flamethrower. The Japanese balance this out with gameplay elements that model their raw courage, ferocity, and cunning use of equipment. Their knee mortars allow them to rain indirect fire down on their enemies from anywhere in the map. Grenades can be planted and turned into booby-traps for unwary GIs. The Japanese put very high store on close-quarter combat, with a bayonet on almost every weapon – even machine guns and SMGs. Their banzai charge suppresses the enemy making it difficult for them to return fire and gives them an opportunity to close in to use bayonets and katanas on their opponents.",Action Shooter First-Person Historic Arcade,https://sandbox.oxylabs.io/products/789,"84,99",Antimatter Games,,pc,In Stock
Lethal League,"Lethal League is a competitive projectile fighting game where the goal is to launch a ball into the face of your opponent. Lethal League first gained notoriety when it was featured as the grand final ‘Mystery Game’ on UFGT9. It quickly became clear that the extreme nature of the game, mixed with the stylized street visuals and chip-hop music hit a sweet spot with the crowd.",Action Fighting 2D,https://sandbox.oxylabs.io/products/790,"77,99",Reptile,,pc,Out of Stock
Ninja Five-O,"Take on the roll of Ninja Five-0 as he uses all his skill, stealth and magic to rescue hostages and defeat his enemies. Master the art of ninja swords, shuriken throwing stars and ancient ninjitsu magic!",Action Platformer 2D,https://sandbox.oxylabs.io/products/791,"83,99",Hudson,singleplayer,game-boy-advance,In Stock
Captain Toad: Treasure Tracker,"The intrepid Captain Toad sets off on his own adventure for the very first time through a wide variety of tricky, enemy-infested, maze-like stages to find hidden gems and nab elusive gold stars.",Puzzle Action Platformer 3D,https://sandbox.oxylabs.io/products/792,"79,99",Nintendo EAD Tokyo,multiplayer,switch,Out of Stock
Loop Hero,"The Lich has thrown the world into a timeless loop and plunged its inhabitants into never ending chaos. Wield an expanding deck of mystical cards to place enemies, buildings, and terrain along each unique expedition loop for the brave hero.",Role-Playing General,https://sandbox.oxylabs.io/products/793,"82,99",Four Quarters,singleplayer,pc,In Stock
Madden NFL 18,"Madden NFL 18 takes a significant visual leap with the power of the Frostbite engine. See stunning new stadium exteriors surrounded by vast cityscapes and watch the spectacle of NFL gameday come to life in the most photorealistic game to date. Play each matchup to your specifications by selecting from three new Play Styles or play the best real world match ups each week in Play Now Live! With the introduction of even more ways to play, coupled with your modes, Madden Ultimate Team and Franchise, this is Madden like you've never seen before.",Sports Team Football Sim,https://sandbox.oxylabs.io/products/794,"43,99",EA Sports,multiplayer,xbox-one,Out of Stock
Botanicula,Botanicula is point'n'click exploration game created by Jara Plachy and Amanita Design.,Adventure General Third-Person Point-and-Click Fantasy,https://sandbox.oxylabs.io/products/795,"83,99",Amanita Design,,pc,In Stock
"Nine Hours, Nine Persons, Nine Doors","In this game, you must help Junpei reclaim his memories and play a game of life or death known as the Nonary Game.",Action Adventure Adventure General Horror 3D Visual Novel First-Person Modern,https://sandbox.oxylabs.io/products/796,"88,99",ChunSoft,singleplayer,ds,Out of Stock
Darkest Dungeon: The Crimson Court,"Darkest Dungeon®: The Crimson Court is the first expansion for the award-winning grim and gothic RPG by Red Hook Studios. Crimson Court is a parallel campaign experienced alongside the main Darkest Dungeon content that will provide you with new challenges and variation at every difficulty level. The narrative grounding sheds some light on the Ancestor’s early days, and will be presented in the same style of cut-scenes you’ve seen elsewhere in the game.",Role-Playing General,https://sandbox.oxylabs.io/products/797,"66,99",Red Hook Studios,,pc,In Stock
Gnosia,"The Gnosia lie. Pretending to be human, they’ll get in close, trick and deceive, and then eliminate one victim at a time... The crew of a drifting spaceship, facing off against a mysterious and deadly threat known as the “Gnosia” and having no idea who among them is really the enemy, formulate a desperate plan for survival. The most suspicious among them will be put into “cold sleep” one by one, in an effort to rid the ship of Gnosia.

Gnosia is a Sci-Fi Social Deduction RPG in which you will engage in discussion with a variety of unique characters, with the aim of identifying the Gnosia among the group. Players will have to use what information they can gather during the discussions to ascertain whom they think is Gnosia and then vote to put them into cold sleep. As you progress, your abilities will improve - but so will those of the crew.
As the numbers of crew members, Gnosia, and various “roles” increase, it will become increasingly difficult to determine who is telling the truth. Work in collaboration with or against other crew members to ensure your survival until the end.

・Repeatedly play through “loops”, triggering special events to unravel mysteries in a uniquely original narrative. Certain events will unlock new commands for you to use during discussions.

・Step into a variety of roles to develop different character builds. Your stats will determine how effectively you can sway the group’s opinion or lie, and will also affect your likelihood of being selected for cold sleep.

・Engage with an engrossing and eclectic cast of characters and experience randomly triggered events, each one unique to its subject. Character events will reveal information about your crewmates in the form of special “Notes”.",Adventure Visual Novel,https://sandbox.oxylabs.io/products/798,"85,99",Petit Depotto,singleplayer,switch,Out of Stock
Life is Strange 2: Episode 5 - Wolves,"After a tragic incident, brothers Sean and Daniel Diaz run away from home. Fearing the police, and dealing with Daniel’s new telekinetic power, the boys head to Mexico. Each stop on their journey brings new friends and new challenges.",Action Adventure General,https://sandbox.oxylabs.io/products/799,"63,99",DONTNOD Entertainment,singleplayer,playstation-4,In Stock
College Hoops 2K7,"With over 325 NCAA Division I schools, College Hoops 2K7 defines the college basketball experience. True College Atmosphere - The most immersive college game yet, College Hoops 2K7 puts the fans in the game and makes them a part of the team. No ""I"" in Team - Revamped defensive AI and defensive controls means that better teams come up with the big stops. Leadership Matters - Team chemistry becomes an important factor in the game as teams with strong leadership tend to get the big upsets come tournament time. Improved Legacy Mode - Legacy mode gets a complete upgrade in College Hoops 2K7, with improvements in everything from a new simulation engine and recruiting tools to bracketology, NCAA record books and new broadcast shows like College Hoops Tonight. More Customization - Make your own schools with customized uniforms and uniquely designed arenas. With an even more robust player creation system, you can bring your own NCAA team to life like never before. [2K Sports]",Sports Traditional Team Basketball Sim,https://sandbox.oxylabs.io/products/800,"82,99",2K Sports,multiplayer,xbox-360,Out of Stock
Catherine,Catherine is an action adventure game from Atlus.,Action Adventure Horror Survival,https://sandbox.oxylabs.io/products/801,"81,99",Atlus,singleplayer,xbox-360,In Stock
PixelJunk Shooter Ultimate,"Prime your trigger finger for an inventive twin-stick shooter and blast your way through murky caves packed with perils.
 
Two classic games, one great package.

PlayStation 3 hits PixelJunk Shooter and PixelJunk Shooter 2 are back - in one single, addictive experience. With redesigned visuals to take advantage of the power of PlayStation 4, you'll need a sharp eye and quick reactions to survive the dangers of over a dozen mysterious caverns.

Team up with PlayStation Vita owning PixelJunk Shooter Ultimate friends via the Cross-Play feature, and take your game on the go with Cross-Save.","Action Shooter Scrolling ""Shoot-Em-Up"" Vertical",https://sandbox.oxylabs.io/products/802,"72,99",Double Eleven,,playstation-4,Out of Stock
Bookworm Adventures Deluxe,"Help Lex battle the biggest threat the Great Library has ever known! Perform wordy wonders to vanquish tons of villains. Boost your word power with gems, potions and treasures. Conquer exciting mini-games and brilliant bonus modes. It's the ultimate test of vocab valor. [PopCap Games]",Miscellaneous Puzzle General Logic,https://sandbox.oxylabs.io/products/803,"80,99",PopCap,,pc,In Stock
The Lord of the Rings: The Battle for Middle-Earth,"The Lord of the Rings, The Battle for Middle-earth is an unprecedented real-time strategy game that delivers the epic scope and depth of J.R.R. Tolkien's amazing world. You are in complete control of the epic battles as depicted in all three installments of the blockbuster The Lord of the Rings movie trilogy. From waging all-out combat among Middle-earth’s vast armies to controlling your favorite heroes while managing the resources of your side, the fate of a living, breathing Middle-earth is in your hands. Built upon the acclaimed ""Command & Conquer Generals"" 3D game engine, The Battle for Middle-earth allows you to command the forces of light or darkness in two separate campaigns. You'll have to choose your forces wisely, since each army has its own unique strengths and weaknesses. Complete with all of the epic music, actor voices, and other film assets seamlessly integrated into the game, The Battle for Middle-earth offers a truly memorable entertainment experience. Command the heroes and armies of Middle-earth in over 25 missions based on all three films. Control one of four unique sides, each with its own playing styles, resource management, and base-building techniques. [Electronic Arts]",Strategy Real-Time Fantasy General,https://sandbox.oxylabs.io/products/804,"86,99",EA LA,multiplayer,pc,Out of Stock
Bleach: Dark Souls,"Bleach: Dark Souls on the Nintendo DS brings an exclusive storyline, expanded cast of playable characters and fast multi-plane fighting action for up to four players via Wi-Fi. Players build a power-packed Spirit Card Deck and collect power crystals to augment their spirit card powers on the lower screen and dish out moves that directly affect their opponent's gameplay. With a burgeoning cast of 44 characters including the ability to play as Hollows, players can spend hours experiencing furious fighting gameplay and unlocking personal character stories all based on the series' story arc. [Sega]",Action Fighting 2D,https://sandbox.oxylabs.io/products/805,"78,99",Treasure,multiplayer,ds,In Stock
RIVE: Ultimate Edition,"RIVE is the metal wrecking, robot hacking shooter you've been waiting for! This 360-degree shooter/platformer hybrid lets you choreograph a dance of destruction in insanely spectacular battles and set-pieces. RIVE feels like the explosive games of yore, pumping megapixels in true 21st century style.",Action Platformer 2D,https://sandbox.oxylabs.io/products/806,"77,99",Two Tribes,singleplayer,switch,Out of Stock
Old World,"Conquer the Old World in this historical, epic strategy game from Soren Johnson, Lead Designer of Civilization IV and Offworld Trading Company. Every year is a turn, and each leader is a mere mortal, so your lasting legacy will be the dynasty you leave behind.",Strategy Turn-Based 4X,https://sandbox.oxylabs.io/products/807,"88,99",Mohawk Games,multiplayer,pc,In Stock
Pixel Ripped 1995,"Pixel Ripped is back with a brand new nostalgia-fueled virtual reality game-within-a-game, this time in the year 1995! To restore balance to multiple dimensions, our videogame hero Dot recruits the help of the best gamer from 1995, an unassuming 9-year-old boy named David. Join this unlikely duo through challenging throwbacks to all your favorite classics from the late 16-bit and early 32-bit era of games inside a virtual reality world.",Miscellaneous Party / Minigame,https://sandbox.oxylabs.io/products/808,"66,99","Arvore Immersive Experiences, LLC",singleplayer,playstation-4,Out of Stock
Azure Striker Gunvolt: Striker Pack,"Gunvolt is back and hitting store shelves for the first time in the new Azure Striker Gunvolt: Striker Pack!

The original critically acclaimed 2D action adventure, Azure Striker Gunvolt, is combined with its highly anticipated successor, Azure Striker Gunvolt 2, in one amazing game package. These incredible platforming games harken back to the Japanese classics of yesteryear with their great controls, crisp graphics, unique gameplay mechanics, memorable characters, and epic boss battles.

Features:

-Two games in one for retail! Players have the opportunity to own both Azure Striker Gunvolt and its sequel, Azure Striker Gunvolt 2, on one cartridge! For the first time, Gunvolt will be available at retail worldwide!
-A powerful new enemy emerges! Gunvolt's battle with the Sumeragi Group may be over, but a brand new enemy is looming in the shadows. Can Gunvolt put a stop to the nefarious plot of this new threat before it's too late?
-Gunvolt's rival, Copen joins the fray! In Azure Striker Gunvolt 2, Copen makes his debut as a playable character! Soar through the air with Copen's dash, slam into his enemies to lock on, and then unleash a devastating flurry of homing shots! His high-flying control scheme is completely unique and engaging on a whole new level, so Gunvolt players will be able to enjoy the game in an entirely new way!

Exclusive Features:

-Choose your game! Enjoy Azure Striker Gunvolt and Azure Striker Gunvolt 2 on a single cartridge! In one convenient package, play the game that started it all, Azure Striker Gunvolt, or the exciting new follow up in the series, Azure Striker Gunvolt 2!
-Experience the Original Japanese Version! For the first time on the Nintendo 3DS, experience the original Japanese version of Azure Striker Gunvolt! The game now includes mid-stage dialogue that is fully voiced in Japanese with an updated English script that has been re-translated to better match the original Japanese version of the game.",Miscellaneous Compilation,https://sandbox.oxylabs.io/products/809,"79,99",Inti Creates,singleplayer,switch,In Stock
WildStar,"WildStar is an massively multiplayer online adventure game where players make their mark as Explorers, Soldiers, Scientists or Settlers and lay claim to a mysterious planet on the edge of known space.",Sci-Fi Role-Playing Massively Multiplayer Online Massively Multiplayer,https://sandbox.oxylabs.io/products/810,"75,99",Carbine Studios,multiplayer,pc,Out of Stock
Broken Age: Act 1,"The first graphic adventure by Tim Schafer in 16 years, Broken Age began with the help of a record-breaking Kickstarter campaign. Broken Age is a timeless coming-of-age story of barfing trees and talking spoons. Vella Tartine and Shay Volta are two teenagers in strangely similar situations, but radically different worlds. The player can freely switch between their stories, helping them take control of their own lives, and dealing with the unexpected adventures that follow.",General Adventure 3D Point-and-Click Third-Person Fantasy,https://sandbox.oxylabs.io/products/811,"77,99",Double Fine Productions,singleplayer,pc,In Stock
Cities: Skylines - Xbox One Edition,"Developed by Colossal Order, Cities: Skylines offers sprawling landscapes and maps with endless sandbox gameplay and new ways to expand your city. Key to progression is the ability to influence your city’s policy by incorporating taxation into districts. All this including the ability to mod the game to suit your play style makes this the definitive city building simulation.",Strategy Management Government,https://sandbox.oxylabs.io/products/812,"65,99",Tantalus,singleplayer,xbox-one,Out of Stock
